"plot_id","genotype","environment","replicate","range","row","yield"
"CS17-G2FE-157","PHW52/PHR55","G2FE",1,7,303,13.87104817
"CS17-G2FE-158","PHV63/PHM57","G2FE",1,7,305,10.62718705
"CS17-G2FE-159","PHHB9/PHM57","G2FE",1,7,307,12.50232097
"CS17-G2FE-160","PHV63/PHP60","G2FE",1,7,309,12.34173019
"CS17-G2FE-161","PHP38/PHN82","G2FE",1,7,311,10.15552271
"CS17-G2FE-162","PHHB9/PHJ65","G2FE",1,7,313,11.09080655
"CS17-G2FE-163","LH195/LH210","G2FE",1,7,315,12.8663651
"CS17-G2FE-164","PHP38/LH185","G2FE",1,7,317,8.568634923
"CS17-G2FE-165","LH195/LH123HT","G2FE",1,7,319,11.87713187
"CS17-G2FE-166","PHV63/NK787","G2FE",1,8,319,11.98263219
"CS17-G2FE-167","LH195/PHJ65","G2FE",1,8,317,13.04263636
"CS17-G2FE-168","LH195/PHN47","G2FE",1,8,315,12.8648655
"CS17-G2FE-169","PHW52/PHJ65","G2FE",1,8,313,12.36695557
"CS17-G2FE-170","PHV63/PHR55","G2FE",1,8,311,12.85403535
"CS17-G2FE-171","PHHB9/PHW30","G2FE",1,8,309,9.932739158
"CS17-G2FE-172","PHW52/LH185","G2FE",1,8,307,11.30971811
"CS17-G2FE-173","PHP38/PHW53","G2FE",1,8,305,11.62680588
"CS17-G2FE-174","PHW52/NK787","G2FE",1,8,303,12.02658237
"CS17-G2FE-175","PHP38/PHJ65","G2FE",1,8,301,12.17375997
"CS17-G2FE-176","PHP38/Q381","G2FE",1,8,299,7.898132293
"CS17-G2FE-177","LH195/NK787","G2FE",1,8,297,13.38693318
"CS17-G2FE-178","PHV63/PHW30","G2FE",1,8,295,11.44054146
"CS17-G2FE-179","PHV63/PHN82","G2FE",1,8,293,11.73259729
"CS17-G2FE-180","LH195/PHR03","G2FE",1,8,291,14.11885297
"CS17-G2FE-181","PHHB9/Q381","G2FE",1,8,289,10.12113232
"CS17-G2FE-182","PHW52/PHR03","G2FE",1,8,287,12.99627799
"CS17-G2FE-183","PHP38/PHR55","G2FE",1,8,285,12.63264074
"CS17-G2FE-184","PHV63/LH123HT","G2FE",1,8,283,11.14463085
"CS17-G2FE-185","PHP38/LH210","G2FE",1,8,281,10.56410336
"CS17-G2FE-186","PHHB9/PHR55","G2FE",1,8,279,14.20585774
"CS17-G2FE-187","PHW52/PHZ51","G2FE",1,8,277,9.770615759
"CS17-G2FE-188","PHV63/PHW53","G2FE",1,8,275,10.69902655
"CS17-G2FE-189","LH195/Q381","G2FE",1,8,273,8.988149413
"CS17-G2FE-190","PHW52/PHP60","G2FE",1,8,271,10.82601604
"CS17-G2FE-191","PHW52/PHW30","G2FE",1,8,269,11.47211678
"CS17-G2FE-192","LH195/PHW53","G2FE",1,8,267,11.05771768
"CS17-G2FE-193","PHHB9/LH123HT","G2FE",1,8,265,11.20546025
"CS17-G2FE-194","PHW52/Q381","G2FE",1,8,263,8.82020384
"CS17-G2FE-195","PHHB9/NK787","G2FE",1,8,261,11.79478679
"CS17-G2FE-196","PHP38/LH123HT","G2FE",1,8,259,8.517176979
"CS17-G2FE-197","PHV63/PHR03","G2FE",1,8,257,11.71298576
"CS17-G2FE-198","PHV63/PGM49","G2FE",1,8,255,10.93735852
"CS17-G2FE-199","PHW52/PHN82","G2FE",1,9,255,11.27964611
"CS17-G2FE-200","LH195/PHW30","G2FE",1,9,257,11.1527645
"CS17-G2FE-201","PHV63/PHJ65","G2FE",1,9,259,11.42631966
"CS17-G2FE-202","PHW52/PHW53","G2FE",1,9,261,9.385402845
"CS17-G2FE-203","LH195/PHM57","G2FE",1,9,263,13.19927331
"CS17-G2FE-204","PHHB9/PHR03","G2FE",1,9,265,13.54010361
"CS17-G2FE-205","PHHB9/PHM49","G2FE",1,9,267,9.527829157
"CS17-G2FE-206","PHP38/PHR63","G2FE",1,9,269,10.80248555
"CS17-G2FE-207","PHV63/PHN47","G2FE",1,9,271,11.48131248
"CS17-G2FE-208","LH195/PHN82","G2FE",1,9,273,12.01775774
"CS17-G2FE-209","LH195/PHZ51","G2FE",1,9,275,10.88666317
"CS17-G2FE-210","PHHB9/PHP60","G2FE",1,9,277,11.78386086
"CS17-G2FE-211","PHP38/PHN47","G2FE",1,9,279,9.499742208
"CS17-G2FE-212","PHV63/PHZ51","G2FE",1,9,281,10.14162315
"CS17-G2FE-213","PHP38/PHM57","G2FE",1,9,283,10.85237554
"CS17-G2FE-214","PHV63/PHR63","G2FE",1,9,285,11.14703951
"CS17-G2FE-215","PHHB9/PHW53","G2FE",1,9,287,11.01187359
"CS17-G2FE-216","LH195/PHR63","G2FE",1,9,289,12.37238994
"CS17-G2FE-217","PHP38/PHP60","G2FE",1,9,291,8.57576605
"CS17-G2FE-218","PHV63/PH210","G2FE",1,9,293,10.15692745
"CS17-G2FE-219","PHHB9/PHZ51","G2FE",1,9,295,9.297880538
"CS17-G2FE-220","PHV63/Q381","G2FE",1,9,297,8.22946279
"CS17-G2FE-221","PHW52/PHN47","G2FE",1,9,299,11.83757588
"CS17-G2FE-222","LH195/PHP60","G2FE",1,9,301,12.90767039
"CS17-G2FE-223","LH195/LH185","G2FE",1,9,303,11.27109768
"CS17-G2FE-224","PHHB9/PHR63","G2FE",1,9,305,11.17207797
"CS17-G2FE-225","LH195/PHM49","G2FE",1,9,307,11.76919035
"CS17-G2FE-226","PHP38/PHW30","G2FE",1,9,309,9.419987137
"CS17-G2FE-227","PHP38/PHR03","G2FE",1,9,311,10.83663135
"CS17-G2FE-228","PHHB9/LH210","G2FE",1,9,313,10.66098132
"CS17-G2FE-229","LH195/PHR55","G2FE",1,9,315,13.11976702
"CS17-G2FE-230","PHP38/PHM49","G2FE",1,9,317,9.995543853
"CS17-G2FE-231","PHHB9/PHN47","G2FE",1,9,319,11.13840925
"CS17-G2FE-232","PHHB9/PHN82","G2FE",1,10,319,11.12277759
"CS17-G2FE-233","Z033E0001/PHZ51","G2FE",1,10,317,9.105482398
"CS17-G2FE-234","Z032E0081/PHZ51","G2FE",1,10,315,9.20533259
"CS17-G2FE-235","BGEM-0253-N/LH195","G2FE",1,10,313,10.8424977
"CS17-G2FE-236","BGEM-0256-N/LH195","G2FE",1,10,311,11.03722778
"CS17-G2FE-237","Z029E0002/PHZ51","G2FE",1,10,309,8.943514305
"CS17-G2FE-238","BGEM-0207-N/LH195","G2FE",1,10,307,10.15655685
"CS17-G2FE-239","Z031E0012/PHZ51","G2FE",1,10,305,11.41294275
"CS17-G2FE-240","DKB 64-69","G2FE",1,10,303,13.65771699
"CS17-G2FE-241","Z036E0057/PHZ51","G2FE",1,10,301,10.11127401
"CS17-G2FE-242","Z032E0034/PHZ51","G2FE",1,10,299,8.378609176
"CS17-G2FE-243","BGEM-0151-N/LH195","G2FE",1,10,297,9.385454459
"CS17-G2FE-244","GEMN-0261/3IIH6","G2FE",1,10,295,9.075289031
"CS17-G2FE-245","Z035E0047/PHZ51","G2FE",1,10,293,12.06955791
"CS17-G2FE-246","BGEM-0089-N/LH195","G2FE",1,10,291,8.206320107
"CS17-G2FE-247","Z038E0057/3IIH6","G2FE",1,10,289,11.60431698
"CS17-G2FE-248","BGEM-0246-N/LH195","G2FE",1,10,287,11.85056731
"CS17-G2FE-249","Z034E0064/PHZ51","G2FE",1,10,285,9.47785919
"CS17-G2FE-250","Z033E0056/PHZ51","G2FE",1,10,283,11.32382227
"CS17-G2FE-251","GEMS-0269/3IIH6","G2FE",1,10,281,11.85451091
"CS17-G2FE-252","BGEM-0239-N/LH195","G2FE",1,10,279,10.30173731
"CS17-G2FE-253","Z034E0042/3IIH6","G2FE",1,10,277,9.616326554
"CS17-G2FE-254","Z037E0012/3IIH6","G2FE",1,10,275,12.64268458
"CS17-G2FE-255","BGEM-0040-N/LH195","G2FE",1,10,273,11.45412436
"CS17-G2FE-256","Z036E0034/PHZ51","G2FE",1,10,271,10.02844022
"CS17-G2FE-257","BGEM-0211-N/LH195","G2FE",1,10,269,10.72954123
"CS17-G2FE-258","B73/PHZ51","G2FE",1,10,267,12.12113722
"CS17-G2FE-259","Z038E0057/PHZ51","G2FE",1,10,265,10.5515918
"CS17-G2FE-260","Z034E0042/PHZ51","G2FE",1,10,263,11.02468321
"CS17-G2FE-261","GEMN-0266/3IIH6","G2FE",1,10,261,8.882547727
"CS17-G2FE-262","GEMS-0265/3IIH6","G2FE",1,10,259,10.25911097
"CS17-G2FE-263","BGEM-0202-N/LH195","G2FE",1,10,257,11.34704958
"CS17-G2FE-264","GEMN-0267/3IIH6","G2FE",1,10,255,12.33565274
"CS17-G2FE-265","Z037E0054/PHZ51","G2FE",1,11,255,10.46598712
"CS17-G2FE-266","BGEM-0203-N/LH195","G2FE",1,11,257,10.01231428
"CS17-G2FE-267","BGEM-0129-N/LH195","G2FE",1,11,259,10.05492155
"CS17-G2FE-268","BGEM-0182-N/LH195","G2FE",1,11,261,11.76089674
"CS17-G2FE-269","MO17/PHZ51","G2FE",1,11,263,11.03223934
"CS17-G2FE-270","BGEM-0125-N/LH195","G2FE",1,11,265,9.931279082
"CS17-G2FE-271","BGEM-0039-N/LH195","G2FE",1,11,267,11.23907271
"CS17-G2FE-272","BGEM-0206-N/LH195","G2FE",1,11,269,9.041772363
"CS17-G2FE-273","GEMN-0269/3IIH6","G2FE",1,11,271,12.47465112
"CS17-G2FE-274","BGEM-0235-N/LH195","G2FE",1,11,273,10.93888928
"CS17-G2FE-275","Z031E0556/PHZ51","G2FE",1,11,275,10.22797786
"CS17-G2FE-276","BGEM-0227-N/LH195","G2FE",1,11,277,11.1488567
"CS17-G2FE-277","GEMN-0264/3IIH6","G2FE",1,11,279,12.68372669
"CS17-G2FE-278","Z035E0060/PHZ51","G2FE",1,11,281,11.06714633
"CS17-G2FE-279","BGEM-0124-N/LH195","G2FE",1,11,283,10.68804156
"CS17-G2FE-280","BGEM-0259-N/LH195","G2FE",1,11,285,11.70683809
"CS17-G2FE-281","BGEM-0005-N/LH195","G2FE",1,11,287,11.09803301
"CS17-G2FE-282","BGEM-0063-N/LH195","G2FE",1,11,289,11.4851947
"CS17-G2FE-283","TX714/TX779","G2FE",1,11,291,11.49422346
"CS17-G2FE-284","TX303/TX777","G2FE",1,11,293,11.94390203
"CS17-G2FE-285","B73/TX779","G2FE",1,11,295,13.92514448
"CS17-G2FE-286","B73/TX777","G2FE",1,11,297,12.24066497
"CS17-G2FE-287","TX204/PHB47","G2FE",1,11,299,10.0170572
"CS17-G2FE-288","TX772W/LH195 ","G2FE",1,11,301,12.32613155
"CS17-G2FE-289","LH195/PHZ51","G2FE",1,11,303,10.81817859
"CS17-G2FE-290","TX740/LH195 ","G2FE",1,11,305,12.79199929
"CS17-G2FE-291","TX714/TX775","G2FE",1,11,307,12.45094766
"CS17-G2FE-292","B73/TX775","G2FE",1,11,309,13.80160477
"CS17-G2FE-293","2369/PHZ51","G2FE",1,11,311,10.3380165
"CS17-G2FE-294","TX770/LH195","G2FE",1,11,313,12.0016197
"CS17-G2FE-295","LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195 ","G2FE",1,11,315,13.1872858
"CS17-G2FE-296","TX714/TX777","G2FE",1,11,317,13.19955603
"CS17-G2FE-297","B73/TX6252","G2FE",1,11,319,11.25008466
"CS17-G2FE-298","NILASQ4G11I06S3/LH123HT","G2FE",2,12,319,11.81317121
"CS17-G2FE-299","2369/LH123HT","G2FE",2,12,317,11.66477718
"CS17-G2FE-300","NILASQ4G11I04S2/LH123HT","G2FE",2,12,315,12.65674875
"CS17-G2FE-301","NILASQ4G11I01S3/LH123HT","G2FE",2,12,313,11.56439876
"CS17-G2FE-302","NILASQ4G11I10S2/LH123HT","G2FE",2,12,311,11.60237982
"CS17-G2FE-303","NILASQ4G11I02S2/LH123HT","G2FE",2,12,309,11.5351856
"CS17-G2FE-304","2369/LH123HT","G2FE",2,12,307,11.63962015
"CS17-G2FE-305","NILASQ4G11I08S3/LH123HT","G2FE",2,12,305,11.35360923
"CS17-G2FE-306","NILASQ4G11I12S3/LH123HT","G2FE",2,12,303,11.95353481
"CS17-G2FE-307","NILASQ4G11I07S3/LH123HT","G2FE",2,12,301,10.22335816
"CS17-G2FE-308","NILASQ4G11I03S2/LH123HT","G2FE",2,12,299,9.616588345
"CS17-G2FE-309","NILASQ4G11I05S2/LH123HT","G2FE",2,12,297,10.91381595
"CS17-G2FE-310","NILASQ4G11I09S2/LH123HT","G2FE",2,12,295,11.29240876
"CS17-G2FE-311","NILASQ4G11I11S2/LH123HT","G2FE",2,12,293,12.46140488
"CS17-G2FE-312","NILASQ4G21I10S2/LH123HT","G2FE",2,12,291,8.87322509
"CS17-G2FE-313","NILASQ4G21I09S2/LH123HT","G2FE",2,12,289,11.15867083
"CS17-G2FE-314","NILASQ4G21I03S2/LH123HT","G2FE",2,12,287,11.05272645
"CS17-G2FE-315","NILASQ4G21I07S2/LH123HT","G2FE",2,12,285,11.82026467
"CS17-G2FE-316","NILASQ4G21I11S2/LH123HT","G2FE",2,12,283,10.58575249
"CS17-G2FE-317","NILASQ4G21I01S2/LH123HT","G2FE",2,12,281,10.30460957
"CS17-G2FE-318","NILASQ4G21I02S2/LH123HT","G2FE",2,12,279,11.43172985
"CS17-G2FE-319","NILASQ4G21I04S2/LH123HT","G2FE",2,12,277,10.41286544
"CS17-G2FE-320","NILASQ4G21I08S2/LH123HT","G2FE",2,12,275,12.57590652
"CS17-G2FE-321","2369/LH123HT","G2FE",2,12,273,11.00935519
"CS17-G2FE-322","2369/LH123HT","G2FE",2,12,271,11.88874786
"CS17-G2FE-323","NILASQ4G21I05S2/LH123HT","G2FE",2,12,269,11.40549171
"CS17-G2FE-324","NILASQ4G21I06S2/LH123HT","G2FE",2,12,267,11.78171678
"CS17-G2FE-325","NILASQ4G21I12S2/LH123HT","G2FE",2,12,265,11.54963338
"CS17-G2FE-326","2369/LH123HT","G2FE",2,12,263,10.43945883
"CS17-G2FE-327","NILASQ4G51I09S3/LH123HT","G2FE",2,12,261,11.57585292
"CS17-G2FE-328","NILASQ4G51I01S2/LH123HT","G2FE",2,12,259,11.53925149
"CS17-G2FE-329","NILASQ4G51I03S2/LH123HT","G2FE",2,12,257,10.12662946
"CS17-G2FE-330","NILASQ4G51I02S3/LH123HT","G2FE",2,12,255,11.22483975
"CS17-G2FE-331","NILASQ4G51I11S2/LH123HT","G2FE",2,13,255,12.06590586
"CS17-G2FE-332","NILASQ4G51I04S3/LH123HT","G2FE",2,13,257,10.09821795
"CS17-G2FE-333","NILASQ4G51I06S2/LH123HT","G2FE",2,13,259,10.74012074
"CS17-G2FE-334","NILASQ4G51I10S2/LH123HT","G2FE",2,13,261,11.68206375
"CS17-G2FE-335","NILASQ4G51I08S3/LH123HT","G2FE",2,13,263,10.46607919
"CS17-G2FE-336","NILASQ4G51I07S3/LH123HT","G2FE",2,13,265,10.46898121
"CS17-G2FE-337","NILASQ4G51I12S2/LH123HT","G2FE",2,13,267,10.87419997
"CS17-G2FE-338","NILASQ4G51I05S3/LH123HT","G2FE",2,13,269,10.83607941
"CS17-G2FE-339","2369/LH123HT","G2FE",2,13,271,11.15592087
"CS17-G2FE-340","NILASQ4G41I08S2/LH123HT","G2FE",2,13,273,11.61852111
"CS17-G2FE-341","NILASQ4G41I04S3/LH123HT","G2FE",2,13,275,12.41689904
"CS17-G2FE-342","NILASQ4G41I02S3/LH123HT","G2FE",2,13,277,12.07380144
"CS17-G2FE-343","NILASQ4G41I11S2/LH123HT","G2FE",2,13,279,10.80265295
"CS17-G2FE-344","2369/LH123HT","G2FE",2,13,281,10.97900884
"CS17-G2FE-345","NILASQ4G41I06S3/LH123HT","G2FE",2,13,283,10.98231029
"CS17-G2FE-346","NILASQ4G41I05S3/LH123HT","G2FE",2,13,285,11.64526051
"CS17-G2FE-347","2369/LH123HT","G2FE",2,13,287,11.58674072
"CS17-G2FE-348","NILASQ4G41I09S2/LH123HT","G2FE",2,13,289,11.85870561
"CS17-G2FE-349","NILASQ4G41I03S2/LH123HT","G2FE",2,13,291,6.404814511
"CS17-G2FE-350","NILASQ4G41I10S2/LH123HT","G2FE",2,13,293,12.47930477
"CS17-G2FE-351","NILASQ4G41I07S2/LH123HT","G2FE",2,13,295,9.644439079
"CS17-G2FE-352","NILASQ4G41I01S2/LH123HT","G2FE",2,13,297,10.61008462
"CS17-G2FE-353","NILASQ4G41I12S3/LH123HT","G2FE",2,13,299,9.628430313
"CS17-G2FE-354","NILASQ4G61I10S3/LH123HT","G2FE",2,13,301,10.9150505
"CS17-G2FE-355","NILASQ4G61I11S2/LH123HT","G2FE",2,13,303,11.58719781
"CS17-G2FE-356","NILASQ4G61I09S2/LH123HT","G2FE",2,13,305,11.62762427
"CS17-G2FE-357","2369/LH123HT","G2FE",2,13,307,10.98818036
"CS17-G2FE-358","NILASQ4G61I12S2/LH123HT","G2FE",2,13,309,11.01546147
"CS17-G2FE-359","NILASQ4G61I04S3/LH123HT","G2FE",2,13,311,11.51604185
"CS17-G2FE-360","NILASQ4G61I06S3/LH123HT","G2FE",2,13,313,11.00178651
"CS17-G2FE-361","NILASQ4G61I02S3/LH123HT","G2FE",2,13,315,11.37496123
"CS17-G2FE-362","NILASQ4G61I01S2/LH123HT","G2FE",2,13,317,10.98400472
"CS17-G2FE-363","NILASQ4G61I05S3/LH123HT","G2FE",2,13,319,10.70551785
"CS17-G2FE-364","NILASQ4G61I07S3/LH123HT","G2FE",2,14,319,10.77159237
"CS17-G2FE-365","NILASQ4G61I08S2/LH123HT","G2FE",2,14,317,11.35692556
"CS17-G2FE-366","NILASQ4G61I03S3/LH123HT","G2FE",2,14,315,11.02405547
"CS17-G2FE-367","2369/LH123HT","G2FE",2,14,313,11.85143452
"CS17-G2FE-368","2369/LH123HT","G2FE",2,14,311,12.05670459
"CS17-G2FE-369","NILASQ4G71I08S3/LH123HT","G2FE",2,14,309,12.16724264
"CS17-G2FE-370","NILASQ4G71I07S2/LH123HT","G2FE",2,14,307,10.97317644
"CS17-G2FE-371","NILASQ4G71I02S2/LH123HT","G2FE",2,14,305,14.03167057
"CS17-G2FE-372","NILASQ4G71I12S3/LH123HT","G2FE",2,14,303,11.65842585
"CS17-G2FE-373","NILASQ4G71I03S2/LH123HT","G2FE",2,14,301,13.24944509
"CS17-G2FE-374","NILASQ4G71I05S2/LH123HT","G2FE",2,14,299,8.787631572
"CS17-G2FE-375","NILASQ4G71I04S2/LH123HT","G2FE",2,14,297,11.17578814
"CS17-G2FE-376","NILASQ4G71I10S2/LH123HT","G2FE",2,14,295,13.38267385
"CS17-G2FE-377","NILASQ4G71I06S2/LH123HT","G2FE",2,14,293,11.5430742
"CS17-G2FE-378","NILASQ4G71I01S2/LH123HT","G2FE",2,14,291,7.740348669
"CS17-G2FE-379","NILASQ4G71I09S2/LH123HT","G2FE",2,14,289,10.71297261
"CS17-G2FE-380","2369/LH123HT","G2FE",2,14,287,11.44213406
"CS17-G2FE-381","NILASQ4G71I11S3/LH123HT","G2FE",2,14,285,12.40464834
"CS17-G2FE-382","NILASQ4G31I11S3/LH123HT","G2FE",2,14,283,11.71252448
"CS17-G2FE-383","NILASQ4G31I05S3/LH123HT","G2FE",2,14,281,10.29702926
"CS17-G2FE-384","NILASQ4G31I12S2/LH123HT","G2FE",2,14,279,11.80977955
"CS17-G2FE-385","2369/LH123HT","G2FE",2,14,277,11.33669512
"CS17-G2FE-386","NILASQ4G31I03S2/LH123HT","G2FE",2,14,275,10.96399051
"CS17-G2FE-387","NILASQ4G31I01S2/LH123HT","G2FE",2,14,273,10.33022974
"CS17-G2FE-388","DKB 64-69","G2FE",2,14,271,15.04031677
"CS17-G2FE-389","NILASQ4G31I09S2/LH123HT","G2FE",2,14,269,11.13028861
"CS17-G2FE-390","NILASQ4G31I08S2/LH123HT","G2FE",2,14,267,10.95158079
"CS17-G2FE-391","NILASQ4G31I06S2/LH123HT","G2FE",2,14,265,12.09706688
"CS17-G2FE-392","2369/LH123HT","G2FE",2,14,263,11.51895968
"CS17-G2FE-393","NILASQ4G31I07S3/LH123HT","G2FE",2,14,261,10.47186184
"CS17-G2FE-394","NILASQ4G31I02S3/LH123HT","G2FE",2,14,259,11.82788916
"CS17-G2FE-395","NILASQ4G31I04S2/LH123HT","G2FE",2,14,257,11.50652531
"CS17-G2FE-396","BGEM-0207-N/LH195","G2FE",2,14,255,9.177872915
"CS17-G2FE-397","BGEM-0039-N/LH195","G2FE",2,15,255,10.58284349
"CS17-G2FE-398","MO17/PHZ51","G2FE",2,15,257,9.152144408
"CS17-G2FE-399","BGEM-0235-N/LH195","G2FE",2,15,259,13.03320166
"CS17-G2FE-400","Z035E0060/PHZ51","G2FE",2,15,261,10.23996072
"CS17-G2FE-401","BGEM-0206-N/LH195","G2FE",2,15,263,10.21663762
"CS17-G2FE-402","BGEM-0089-N/LH195","G2FE",2,15,265,8.478326845
"CS17-G2FE-403","Z034E0042/PHZ51","G2FE",2,15,267,9.871300612
"CS17-G2FE-404","BGEM-0040-N/LH195","G2FE",2,15,269,10.34799339
"CS17-G2FE-405","BGEM-0063-N/LH195","G2FE",2,15,271,11.63784992
"CS17-G2FE-406","Z031E0012/PHZ51","G2FE",2,15,273,9.650473753
"CS17-G2FE-407","BGEM-0125-N/LH195","G2FE",2,15,275,10.20275945
"CS17-G2FE-408","GEMS-0265/3IIH6","G2FE",2,15,277,11.47739399
"CS17-G2FE-409","GEMN-0266/3IIH6","G2FE",2,15,279,8.649532481
"CS17-G2FE-410","BGEM-0005-N/LH195","G2FE",2,15,281,11.23775213
"CS17-G2FE-411","GEMN-0269/3IIH6","G2FE",2,15,283,11.64704236
"CS17-G2FE-412","GEMN-0264/3IIH6","G2FE",2,15,285,11.44677004
"CS17-G2FE-413","Z038E0057/3IIH6","G2FE",2,15,287,10.73882294
"CS17-G2FE-414","BGEM-0253-N/LH195","G2FE",2,15,289,12.10670896
"CS17-G2FE-415","Z032E0034/PHZ51","G2FE",2,15,291,8.53667877
"CS17-G2FE-416","Z034E0042/3IIH6","G2FE",2,15,293,8.940676455
"CS17-G2FE-417","BGEM-0129-N/LH195","G2FE",2,15,295,10.32935369
"CS17-G2FE-418","BGEM-0151-N/LH195","G2FE",2,15,297,8.779086867
"CS17-G2FE-419","Z036E0057/PHZ51","G2FE",2,15,299,10.93830897
"CS17-G2FE-420","BGEM-0124-N/LH195","G2FE",2,15,301,10.63359372
"CS17-G2FE-421","BGEM-0202-N/LH195","G2FE",2,15,303,10.32811774
"CS17-G2FE-422","Z033E0001/PHZ51","G2FE",2,15,305,9.318323939
"CS17-G2FE-423","Z034E0064/PHZ51","G2FE",2,15,307,9.945817076
"CS17-G2FE-424","Z031E0556/PHZ51","G2FE",2,15,309,9.852340073
"CS17-G2FE-425","BGEM-0227-N/LH195","G2FE",2,15,311,10.70285344
"CS17-G2FE-426","BGEM-0182-N/LH195","G2FE",2,15,313,11.90580843
"CS17-G2FE-427","GEMN-0261/3IIH6","G2FE",2,15,315,8.472712059
"CS17-G2FE-428","BGEM-0203-N/LH195","G2FE",2,15,317,9.847316293
"CS17-G2FE-429","Z038E0057/PHZ51","G2FE",2,15,319,10.0799986
"CS17-G2FE-430","BGEM-0256-N/LH195","G2FE",2,16,319,10.53466654
"CS17-G2FE-431","BGEM-0246-N/LH195","G2FE",2,16,317,11.8289126
"CS17-G2FE-432","Z037E0054/PHZ51","G2FE",2,16,315,9.972311891
"CS17-G2FE-433","GEMS-0269/3IIH6","G2FE",2,16,313,11.19946836
"CS17-G2FE-434","Z032E0081/PHZ51","G2FE",2,16,311,9.70238739
"CS17-G2FE-435","Z033E0056/PHZ51","G2FE",2,16,309,10.78383377
"CS17-G2FE-436","GEMN-0267/3IIH6","G2FE",2,16,307,10.83645047
"CS17-G2FE-437","BGEM-0211-N/LH195","G2FE",2,16,305,12.13474151
"CS17-G2FE-438","BGEM-0259-N/LH195","G2FE",2,16,303,9.459954648
"CS17-G2FE-439","B73/PHZ51","G2FE",2,16,301,11.41889745
"CS17-G2FE-440","GEMS-0264/3IIH6","G2FE",2,16,299,9.348767471
"CS17-G2FE-441","Z029E0002/PHZ51","G2FE",2,16,297,9.745749813
"CS17-G2FE-442","Z036E0034/PHZ51","G2FE",2,16,295,10.8758758
"CS17-G2FE-443","BGEM-0239-N/LH195","G2FE",2,16,293,9.156216348
"CS17-G2FE-444","Z035E0047/PHZ51","G2FE",2,16,291,8.784393363
"CS17-G2FE-445","Z037E0012/3IIH6","G2FE",2,16,289,12.08675102
"CS17-G2FE-446","TX740/LH195 ","G2FE",2,16,287,12.94425136
"CS17-G2FE-447","TX204/PHB47","G2FE",2,16,285,11.76439906
"CS17-G2FE-448","B73/TX6252","G2FE",2,16,283,12.53008289
"CS17-G2FE-449","LH195/PHZ51","G2FE",2,16,281,11.79101803
"CS17-G2FE-450","TX714/TX775","G2FE",2,16,279,11.30810087
"CS17-G2FE-451","TX714/TX779","G2FE",2,16,277,14.05774085
"CS17-G2FE-452","TX303/TX777","G2FE",2,16,275,12.02962435
"CS17-G2FE-453","B73/TX777","G2FE",2,16,273,13.27421618
"CS17-G2FE-454","B73/TX775","G2FE",2,16,271,13.63582234
"CS17-G2FE-455","TX770/LH195","G2FE",2,16,269,13.09048922
"CS17-G2FE-456","TX772W/LH195 ","G2FE",2,16,267,11.76682911
"CS17-G2FE-457","2369/PHZ51","G2FE",2,16,265,10.74531006
"CS17-G2FE-458","LAMA2002-58-3-B-B-B-B-B-B-1-B19-B18-B22/LH195 ","G2FE",2,16,263,13.29011846
"CS17-G2FE-459","TX714/TX777","G2FE",2,16,261,13.07559504
"CS17-G2FE-460","B73/TX779","G2FE",2,16,259,14.43135638
"CS17-G2FE-461","CG60/LH162","G2FE",2,16,257,3.85108755
"CS17-G2FE-462","LH216/LH195","G2FE",2,16,255,12.68278554
"CS17-G2FE-463","TX714/PHZ51","G2FE",2,17,255,10.63733226
"CS17-G2FE-464","B14A/H95","G2FE",2,17,257,12.91642946
"CS17-G2FE-465","PHG80/PHZ51","G2FE",2,17,259,8.640359106
"CS17-G2FE-466","LH74/PHN82","G2FE",2,17,261,12.04809106
"CS17-G2FE-467","2369/LH123HT","G2FE",2,17,263,12.19981397
"CS17-G2FE-468","LH198/PHN37","G2FE",2,17,265,10.40104439
"CS17-G2FE-469","PHP02/PHG47","G2FE",2,17,267,6.072868828
"CS17-G2FE-470","REV28HR20 (2016)","G2FE",2,17,269,16.37323627
"CS17-G2FE-471","W37A/PHB47","G2FE",2,17,271,9.810653484
"CS17-G2FE-472","F42/H95","G2FE",2,17,273,12.2111477
"CS17-G2FE-473","LH123HT/3IIH6","G2FE",2,17,275,10.60311113
"CS17-G2FE-474","DKB 64-69 (2016)","G2FE",2,17,277,14.77026393
"CS17-G2FE-475","PHG39/PHN82","G2FE",2,17,279,12.70059755
"CS17-G2FE-476","CG44/CGR01","G2FE",2,17,281,7.224735548
"CS17-G2FE-477","B37/OH43","G2FE",2,17,283,11.35589002
"CS17-G2FE-478","PHP02/PHB47","G2FE",2,17,285,9.597275341
"CS17-G2FE-479","LH198/PHZ51","G2FE",2,17,287,11.58711597
"CS17-G2FE-480","GEMN-0268/3IIH6","G2FE",2,17,289,10.26039156
"CS17-G2FE-481","B73/PHZ51","G2FE",2,17,291,11.34894396
"CS17-G2FE-482","F42/OH43","G2FE",2,17,293,12.18280687
"CS17-G2FE-483","W10001_0022/PHB47","G2FE",2,17,295,9.403277162
"CS17-G2FE-484","WF9/H95","G2FE",2,17,297,11.18701818
"CS17-G2FE-485","B73/PHN82","G2FE",2,17,299,12.59168047
"CS17-G2FE-486","PHB47/PHZ51","G2FE",2,17,301,11.09663059
